sample	sampling_date	study	rhizome_length	rhizome_height	rhizome_width	rhizome_volume	stems	stem_length	inflorescence_length	flower_lenghth	bulbil_length	leaves	leaf_length	stipe_length	fresh_root_weight	root_length	pH	organic_matter_percentage	soil_nitrogen	soil_carbon	CN_ratio	moisture	conductivity	sequencing_type	Area	Locality	Description	Coordinates_N_UTM	Coordinates_E_UTM	UTM	Warming	Vegetation	Block	Fence	alldetectedASVs	noofseq	ASVs_rarefied	ratioFlToBul	ratioInflToStem	Pathotrophs	Pathotroph_saprotroph	Pathotroph_saprotroph_symbiotroph	pathotroph_symbiotroph	saprotroph	saprotroph_symbiotroph	symbiotroph	ratio_symbio_sapro	ratio_symbio_sapro_reads	tempC_meanyear	prec_sumyear	composition_abu	composition_pa	Shannon_H	Pielou_J	mean_July_temp_yearpriortosampling	mean_July_temp_yearofsampling
3.1.8	01/08/2012	mine3	6.19	3.62	3.27	73.3	2	44.62	23.87	0	23.87	5	14.21	11.21	0.0167	41.13	4.15	6.98	0.145	4.027	27.835	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683176.7	507385.1	33	NA	NA	NA	NA	103	82961	95	0	0.5349619	0	0	5	10	7	5	14	2	4.6	-4.1416667	700	-0.160151232	-0.048626685	2.632722486	0.579474283	4.05	4.05
3.1.9	01/08/2012	mine3	13.01	3.8	4.31	213.1	1	70.54	27.07	9.73	21.27	4	15.84	19.46	0.0654	39.97	4.89	10.25	0.269	7.779	28.962	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683176.7	507385.1	33	NA	NA	NA	NA	168	86266	157	0.45745181	0.383753898	3	11	4	2	31	8	37	1.193548387	0.114285714	-4.1416667	700	-0.17259018	-0.126208682	3.198105782	0.630926459	4.05	4.05
3.2.10	01/08/2012	mine3	16.6	3.87	4.01	257.6	1	34.22	16.95	0	16.95	3	13.39	14.1	0.1408	32.86	5.77	3.92	0.073	1.645	22.407	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683180.5	507398.3	33	NA	NA	NA	NA	131	28610	126	0	0.495324372	5	6	10	2	25	11	44	1.76	0.688	-4.1416667	700	-0.284407546	0.140940421	3.348548341	0.687935211	4.05	4.05
3.2.6	01/08/2012	mine3	8.41	3.17	2.68	71.4	1	30.03	14.24	0	14.24	2	9.44	9.69	0.0748	36.16	5.76	6.72	0.155	3.788	24.513	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683180.5	507398.3	33	NA	NA	NA	NA	108	118569	90	0	0.474192474	0	2	5	0	10	7	28	2.8	3.238095238	-4.1416667	700	-0.156109767	0.032793768	3.099429825	0.685443331	4.05	4.05
3.2.7	01/08/2012	mine3	8.79	2.75	2.96	71.6	1	34.66	22.14	4.67	17.19	5	10.21	13.51	0.0527	39.33	5.71	12.6	0.551	20.4	37.007	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683180.5	507398.3	33	NA	NA	NA	NA	108	97540	93	0.271669575	0.638776688	2	6	6	2	8	4	24	3	0.659793814	-4.1416667	700	-0.132943271	-0.043848645	2.536601091	0.563712974	4.05	4.05
3.2.8	01/08/2012	mine3	10.05	4.08	3	123	1	37.5	17.64	3.17	15.39	4	12.52	13.5	0.0418	40.79	5.72	7.23	0.18	3.75	20.825	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683180.5	507398.3	33	NA	NA	NA	NA	96	49843	87	0.205977908	0.4704	2	6	8	2	14	6	36	2.571428571	3.392857143	-4.1416667	700	-0.156243952	0.247610995	1.906829902	0.422719861	4.05	4.05
3.2.9	01/08/2012	mine3	13.7	3.96	5	271.3	1	43.59	23.24	0	23.24	3	14.1	17.76	0.1289	51.74	5.79	7.16	0.18	4.408	24.443	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683180.5	507398.3	33	NA	NA	NA	NA	158	69132	145	0	0.533149805	2	9	12	3	13	16	45	3.461538462	2.52173913	-4.1416667	700	-0.17324673	0.142096958	3.095003273	0.626310649	4.05	4.05
3.3.10	01/08/2012	mine3	15.14	4.91	4.48	333	1	44.17	21.23	0	21.23	4	17.82	23.03	0.0747	45.76	5.74	16.12	0.136	3.028	22.311	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683267.8	507378.1	33	NA	NA	NA	NA	170	106398	149	0	0.48064297	0	0	5	3	28	3	54	1.928571429	1.111111111	-4.1416667	700	-0.211439756	-0.10435149	3.565207642	0.709652156	4.05	4.05
3.3.6	01/08/2012	mine3	4.93	3.16	3.93	61.2	1	27.98	12.97	3.61	10.45	4	6.5	9.03	0.0466	50.78	5.67	6.44	0.187	4.893	26.213	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683267.8	507378.1	33	NA	NA	NA	NA	81	67890	75	0.345454545	0.46354539	2	0	2	1	17	5	38	2.235294118	9.9	-4.1416667	700	-0.5144678	-0.06929946	2.335762317	0.537722594	4.05	4.05
3.3.7	01/08/2012	mine3	11.33	4.08	5.01	231.6	2	24.54	4.51	0	24.54	5	13.21	16.77	0.067	14.61	5.91	6.03	0.143	3.208	22.462	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683267.8	507378.1	33	NA	NA	NA	NA	77	59251	69	0	0.183781581	2	1	1	0	13	2	32	2.461538462	12.71428571	-4.1416667	700	-0.507545134	-0.141494494	2.829576398	0.663802228	4.05	4.05
3.3.8	01/08/2012	mine3	7.58	3.49	3.32	87.8	1	35.31	15.87	0	15.87	4	10.51	11.47	0.0982	49.92	5.77	8.26	0.233	4.058	17.395	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683267.8	507378.1	33	NA	NA	NA	NA	56	30567	53	0	0.449447749	0	0	1	1	11	3	23	2.090909091	18.2	-4.1416667	700	-0.408881098	-0.101081508	2.429281017	0.606208894	4.05	4.05
3.3.9	01/08/2012	mine3	9.98	4.33	4.35	188	2	44.59	19.14	3.71	14.16	4	17.16	15.46	0.1424	75	5.83	7.67	0.258	4.382	16.958	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683267.8	507378.1	33	NA	NA	NA	NA	77	39488	74	0.26200565	0.429244225	0	1	4	0	15	2	32	2.133333333	0.893258427	-4.1416667	700	-0.438294448	0.07577238	2.614725622	0.611393443	4.05	4.05
3.4.10	01/08/2012	mine3	9.96	2.76	2.41	66.2	1	51.11	20.6	5.87	14.19	3	15.94	28.76	0.0514	45.04	5.61	2.69	0.073	2.295	31.332	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683260.4	507385.7	33	NA	NA	NA	NA	191	147414	156	0.4136716	0.40305224	2	8	3	0	29	11	45	1.551724138	1.814814815	-4.1416667	700	-0.14078085	-0.013277815	3.652843782	0.712894118	4.05	4.05
3.4.6	01/08/2012	mine3	13.9	4.81	4.84	323.6	1	73.07	23.47	9.06	13.84	4	19	26.95	0.1161	68.22	4.15	9.05	0.248	4.456	17.969	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683260.4	507385.7	33	NA	NA	NA	NA	141	72861	130	0.654624277	0.32119885	0	0	3	15	25	11	19	0.76	0.02688172	-4.1416667	700	-0.146068892	0.026390472	3.486158817	0.717344318	4.05	4.05
3.4.7	01/08/2012	mine3	9.58	4.22	5.6	226.4	1	41.12	19.94	6.21	15.55	4	18.54	20.42	0.0541	38.12	4.69	8.94	0.2	4.653	23.309	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683260.4	507385.7	33	NA	NA	NA	NA	161	73221	151	0.399356913	0.484922179	0	3	4	13	27	10	28	1.037037037	0.007142857	-4.1416667	700	-0.057601165	0.081044472	3.259460177	0.653141811	4.05	4.05
3.4.8	01/08/2012	mine3	7.28	3.28	3.85	91.9	1	41.52	20.48	3.03	16.09	3	11.53	16.15	0.043	42.01	4.31	7.73	0.193	3.672	18.992	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683260.4	507385.7	33	NA	NA	NA	NA	124	41804	121	0.188315724	0.493256262	2	2	4	11	25	4	20	0.8	0.016304348	-4.1416667	700	-0.117473599	0.028814478	3.601687394	0.75231198	4.05	4.05
3.4.9	01/08/2012	mine3	15.3	4.59	3.95	277.4	1	59.91	24.54	11.59	15.54	4	22.01	23.26	0.0545	41.78	4.7	9.46	0.353	6.977	19.79	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683260.4	507385.7	33	NA	NA	NA	NA	160	108475	141	0.745817246	0.409614422	2	1	5	13	24	3	37	1.541666667	0.074074074	-4.1416667	700	0.035478925	0.080019966	3.5776785	0.722944451	4.05	4.05
A1a	28/08/2012	fences	16.71	4.76	4.3	342	1	41.13	26.77	0	26.77	4	23.79	12.25	0.1048	50.83	5.54	12.49	0.36	5.28	14.58307918	30.96	261.2	illumina	Adventdalen	Snow fences	Snow fence experiment	8677731	523739	33	Deep	Heath	B1	F1	198	146744	164	0	0.650863117	2	9	4	0	15	14	79	5.266666667	4.730769231	-4.35625	752	0.013604166	0.203784964	3.645053953	0.714735181	3.85	3.85
A1b	28/08/2012	fences	13.03	4.83	3.8	239.2	1	59.66	29.32	3.89	24.93	5	18.43	9.77	0.1169	67.28	5.74	17.14	0.44	7.45	16.95775347	39.76	283.4	illumina	Adventdalen	Snow fences	Snow fence experiment	8677731	523739	33	Deep	Heath	B1	F1	208	178558	172	0.156036903	0.491451559	1	13	14	0	18	15	64	3.555555556	5.157894737	-4.35625	752	-0.087161373	0.291208551	3.509290029	0.677973051	3.85	3.85
A1e	28/08/2012	fences	14.18	4.33	6.2	380.7	1	44.36	17.77	4.6	12.29	5	21.36	20.31	0.0797	57.62	5.96	15.88	0.47	8.15	17.45070054	29.18	267.2	illumina	Adventdalen	Snow fences	Snow fence experiment	8677705	523752	33	Control	Heath	B1	F1	211	180633	181	0.374288039	0.400586114	3	19	9	0	28	7	52	1.857142857	0.339622642	-4.35625	752	0.095559103	0.23156842	3.922731856	0.754589612	3.85	3.85
A1f	28/08/2012	fences	22.95	4.96	4.3	489.5	1	102.97	33.04	4.04	30.04	4	17.54	12.22	0.1385	95.87	6.11	17.68	0.4	6.31	15.86576292	38.49	233.2	illumina	Adventdalen	Snow fences	Snow fence experiment	8677705	523752	33	Control	Heath	B1	F1	207	148241	179	0.13448735	0.320870156	2	24	11	0	24	12	71	2.958333333	0.670588235	-4.35625	752	0.084296139	0.181096728	3.657119972	0.70201165	3.85	3.85
A2a	28/08/2012	fences	19.69	6.07	4.21	503.2	1	52.03	17.62	0	17.62	6	16.98	7.51	0.1442	59.9	5.65	14.5	0.41	5.67	13.87525583	39.95	270.1	illumina	Adventdalen	Snow fences	Snow fence experiment	8677731	523739	33	Deep	Heath	B1	F2	249	125369	220	0	0.338650778	1	20	7	4	20	25	87	4.35	2.972972973	-4.35625	752	-0.051808355	0.307473734	4.098768306	0.759927947	3.85	3.85
A2b	28/08/2012	fences	13.23	4.75	4.3	270.2	2	35.18	19.91	3.94	16.88	10	15.85	7.01	0.1502	51.53	5.48	10.37	0.53	9.6	18.08926345	48.2	208.7	illumina	Adventdalen	Snow fences	Snow fence experiment	8677731	523739	33	Deep	Heath	B1	F2	201	145934	175	0.233412322	0.565946561	0	17	3	1	22	15	79	3.590909091	1.025252525	-4.35625	752	-0.189795241	0.176895154	3.457544251	0.668708046	3.85	3.85
A2e	28/08/2012	fences	11.5	4.65	2.75	147.1	1	32.9	14.57	3.77	11.94	3	16.45	15.17	0.1751	48.27	6.01	19.29	0.4	6.17	15.58522023	38.71	390	illumina	Adventdalen	Snow fences	Snow fence experiment	8677705	523752	33	Control	Heath	B1	F2	200	199491	164	0.315745394	0.442857143	2	14	6	0	26	11	75	2.884615385	5.896551724	-4.35625	752	-0.105617254	0.160938101	3.447423098	0.674380151	3.85	3.85
A2f	28/08/2012	fences	17.14	4.81	4.22	347.9	2	35.71	9.43	2.47	7.68	4	19.85	16.1	0.1274	64.08	5.85	9.58	0.4	5.92	14.67815694	37.1	270.4	illumina	Adventdalen	Snow fences	Snow fence experiment	8677705	523752	33	Control	Heath	B1	F2	165	72994	153	0.321614583	0.264071689	0	17	6	0	26	11	53	2.038461538	1.489130435	-4.35625	752	0.038698581	0.288036652	3.187946651	0.632099531	3.85	3.85
A3a	28/08/2012	fences	16.67	5.53	5.12	472	2	75.82	33.52	4.34	29.97	6	22.4	16.7	0.2945	64.67	5.87	11.4	0.41	5.18	12.74801421	20.32	151.7	illumina	Adventdalen	Snow fences	Snow fence experiment	8677736	523842	33	Deep	Heath	B1	F3	163	117392	146	0.144811478	0.44209971	0	8	6	0	32	12	61	1.90625	6.366666667	-4.35625	752	-0.053267648	0.116319715	3.002623298	0.603332116	3.85	3.85
A3b	28/08/2012	fences	19.16	4.81	2.81	259	2	60.08	24.17	5.16	19.48	7	27.11	16.38	0.1068	54.31	5.9	9.61	0.29	3.68	12.57902026	25.12	140.9	illumina	Adventdalen	Snow fences	Snow fence experiment	8677736	523842	33	Deep	Heath	B1	F3	147	120860	126	0.264887064	0.402296937	3	8	9	0	30	10	41	1.366666667	2.450704225	-4.35625	752	-0.041657745	0.140988487	3.374639623	0.691127692	3.85	3.85
A3e	28/08/2012	fences	10.88	4.56	3.71	184.1	1	39.59	16.57	0	16.57	4	8.38	10.33	0.1266	54.74	6.06	9.56	0.27	4.16	15.219985	16.77	214.1	illumina	Adventdalen	Snow fences	Snow fence experiment	8677718	523854	33	Control	Heath	B1	F3	126	97933	112	0	0.418540035	1	8	7	0	19	10	43	2.263157895	4.487179487	-4.35625	752	-0.130420599	0.254097219	2.959730872	0.626081673	3.85	3.85
A3f	28/08/2012	fences	12.06	4.86	3.81	223.3	1	55	16.48	0	16.48	4	19.24	18.33	0.1279	86.55	6.08	10.91	0.35	5.14	14.83860759	17.38	215.8	illumina	Adventdalen	Snow fences	Snow fence experiment	8677718	523854	33	Control	Heath	B1	F3	214	109357	191	0	0.299636364	2	16	9	2	34	15	73	2.147058824	0.832258065	-4.35625	752	0.166432271	0.18735913	3.545121945	0.674969038	3.85	3.85
B4a	30/08/2012	fences	15.15	4.94	3.56	266.4	1	42.19	14.86	0	14.86	4	14.08	8.55	0.0913	52.85	5.38	16.86	0.64	8.04	12.58375874	27.9	266.1	illumina	Adventdalen	Snow fences	Snow fence experiment	8677301	524025	33	Deep	Heath	B2	F4	211	147487	182	0	0.352216165	3	16	17	2	26	23	51	1.961538462	0.136986301	-4.35625	752	-0.106771887	0.308986963	3.283347023	0.632269267	3.85	3.85
B4b	30/08/2012	fences	17.58	4.78	3.91	328.6	1	49.85	18.99	3.83	16.23	5	16.6	9.84	0.1132	56.26	5.41	17.17	0.55	6.87	12.46168126	39.76	204	illumina	Adventdalen	Snow fences	Snow fence experiment	8677301	524025	33	Deep	Heath	B2	F4	173	93274	156	0.235982748	0.380942828	0	19	11	0	16	14	53	3.3125	7.4375	-4.35625	752	0.019869782	0.327555356	3.563956627	0.703978217	3.85	3.85
B4e	30/08/2012	fences	16.96	4.89	3.28	272	1	57.87	20.09	0	20.09	6	13.53	9.47	0.1165	86.59	6.07	20.57	0.57	8.52	14.89985092	45.55	375	illumina	Adventdalen	Snow fences	Snow fence experiment	8677312	524049	33	Control	Heath	B2	F4	171	109398	150	0	0.347157422	0	12	10	2	21	13	44	2.095238095	0.44	-4.35625	752	0.111447799	0.337170828	3.732747932	0.743978421	3.85	3.85
B4f	30/08/2012	fences	12.21	4.54	3.51	194.6	2	73.18	25	5.17	21.7	5	22.02	12.04	0.1081	52.13	6.31	18.07	0.53	9.06	17.22811106	29.96	273.5	illumina	Adventdalen	Snow fences	Snow fence experiment	8677312	524049	33	Control	Heath	B2	F4	211	87826	188	0.238248848	0.341623394	2	14	9	2	30	13	68	2.266666667	1.03960396	-4.35625	752	0.011259268	0.329043072	3.744944631	0.713014028	3.85	3.85
B5a	30/08/2012	fences	14.57	4.89	3.33	237.3	1	49.08	22.37	9.9	12.69	4	12.66	12.1	0.1786	67.37	5.95	19.57	0.54	7.03	12.91871922	28.16	207.5	illumina	Adventdalen	Snow fences	Snow fence experiment	8677197	523952	33	Deep	Heath	B2	F5	186	110150	163	0.780141844	0.455786471	4	14	6	8	22	16	34	1.545454545	1.056122449	-4.35625	752	0.01108817	0.352576851	3.708912355	0.729899077	3.85	3.85
B5b	30/08/2012	fences	13.03	3.41	2.32	103.1	1	43.15	16.41	0	16.41	4	13.37	7.86	0.0939	62.93	6.07	19.85	0.61	8.47	13.88083626	26.93	259.2	illumina	Adventdalen	Snow fences	Snow fence experiment	8677197	523952	33	Deep	Heath	B2	F5	140	82016	127	0	0.380301275	3	7	8	2	17	12	43	2.529411765	2.348484848	-4.35625	752	0.246361451	0.444036717	3.239306803	0.67089816	3.85	3.85
B5e	30/08/2012	fences	16.71	4.39	3.09	226.7	1	34.05	14.43	0	14.43	2	19.08	19.52	0.1848	57.65	6.49	10.96	0.31	5.03	16.47636359	19.52	121.6	illumina	Adventdalen	Snow fences	Snow fence experiment	8677196	523976	33	Control	Heath	B2	F5	120	120843	112	0	0.423788546	2	2	3	11	19	10	39	2.052631579	1.474747475	-4.35625	752	0.1014449	0.471160742	2.243086007	0.471871978	3.85	3.85
B5f	30/08/2012	fences	14.71	4.81	2.58	182.5	1	26.35	14.67	0	14.67	1	19.36	14.51	0.1207	51.52	6.33	12.9	0.37	5.53	14.93837647	24.66	200.5	illumina	Adventdalen	Snow fences	Snow fence experiment	8677196	523976	33	Control	Heath	B2	F5	183	96891	158	0	0.556736243	2	12	9	3	31	19	41	1.322580645	2.19047619	-4.35625	752	0.298785572	0.465375978	3.481268066	0.684265778	3.85	3.85
B6a	30/08/2012	fences	12.86	4.63	3.86	229.8	1	37.63	19.86	6.13	13.25	5	17.82	6.7	0.1653	65.94	6.44	10.92	0.29	4.5	15.27661397	19.73	196.2	illumina	Adventdalen	Snow fences	Snow fence experiment	8677185	524022	33	Deep	Heath	B2	F6	197	88318	182	0.462641509	0.527770396	0	17	14	4	28	11	63	2.25	0.71641791	-4.35625	752	0.261699707	0.372747102	3.27062481	0.625867462	3.85	3.85
B6b	30/08/2012	fences	16.99	3.99	2.75	186.4	1	30.17	13.32	3.57	8.91	3	9.04	10.41	0.1618	49.06	6.34	25.58	0.67	11.36	16.90796767	50.16	546	illumina	Adventdalen	Snow fences	Snow fence experiment	8677185	524022	33	Deep	Heath	B2	F6	181	154423	148	0.400673401	0.441498177	2	12	5	2	20	16	59	2.95	0.853503185	-4.35625	752	0.173121363	0.395598744	3.422092722	0.681165228	3.85	3.85
B6e	30/08/2012	fences	14.6	5.14	3.9	292.7	1	38.12	19.37	3	17.91	5	19.01	11.48	0.2492	60.81	6.35	11.95	0.37	5.09	13.85061958	25.38	198.3	illumina	Adventdalen	Snow fences	Snow fence experiment	8677200	524022	33	Control	Heath	B2	F6	90	150733	67	0.167504188	0.508132214	0	5	6	4	9	6	29	3.222222222	65	-4.35625	752	0.064285497	0.552412734	1.686038316	0.388147754	3.85	3.85
B6f	30/08/2012	fences	17.13	4.74	3.57	289.9	1	30	10.58	3.18	8.86	5	9.54	8.6	0.1476	72.4	6.12	22.17	0.65	10.86	16.58547789	49.24	299.8	illumina	Adventdalen	Snow fences	Snow fence experiment	8677200	524022	33	Control	Heath	B2	F6	166	190140	140	0.358916479	0.352666667	0	10	10	3	16	12	45	2.8125	1.714285714	-4.35625	752	0.274161675	0.417994099	3.295519854	0.670822586	3.85	3.85
C7a	28/08/2012	fences	13.72	6.38	5.39	471.8	2	82.41	31.16	12.36	22.73	7	34.25	16.99	0.12	41.44	5.09	8.48	0.25	4.58	18.0873173	21.4	136	illumina	Adventdalen	Snow fences	Snow fence experiment	8677806	524408	33	Deep	Medow	B3	F7	177	265645	136	0.543774747	0.378109453	2	14	10	0	16	21	30	1.875	0.966019417	-4.35625	752	0.280069742	0.390112941	2.929389207	0.597191664	3.85	3.85
C7b	28/08/2012	fences	16.03	7.07	2.5	283.3	1	78.64	33.31	3.58	30.24	5	22.71	15.05	0.0688	23.22	4.69	13.84	0.36	5.44	14.97391467	35.38	449	illumina	Adventdalen	Snow fences	Snow fence experiment	8677806	524408	33	Deep	Medow	B3	F7	109	129884	91	0.118386243	0.423575788	0	10	7	0	20	9	26	1.3	1.925925926	-4.35625	752	0.145250312	0.259724784	2.382247781	0.528113939	3.85	3.85
C7e	28/08/2012	fences	10.84	3.84	3.4	141.5	1	14.19	17.66	0	17.66	3	14.86	10.56	0.0515	27.83	5.08	11.36	0.28	4.43	15.95435678	32.3	168.1	illumina	Adventdalen	Snow fences	Snow fence experiment	8677791	524421	33	Control	Medow	B3	F7	175	194398	150	0	1.244538407	0	13	8	1	13	10	57	4.384615385	0.617801047	-4.35625	752	0.177341021	0.479812736	3.417734858	0.682096113	3.85	3.85
C7f	28/08/2012	fences	15.22	4.44	3.94	266.3	2	49.42	18	4.96	13.46	5	20.77	11.41	0.1279	60.02	5.19	10.17	0.22	3.78	17.46556669	19.85	102.5	illumina	Adventdalen	Snow fences	Snow fence experiment	8677791	524421	33	Control	Medow	B3	F7	153	89598	140	0.368499257	0.36422501	2	18	7	1	12	7	59	4.916666667	0.364640884	-4.35625	752	0.116974031	0.352294528	3.727471166	0.756500762	3.85	3.85
C8a	28/08/2012	fences	13.55	3.82	3.25	168.2	2	53.98	17.88	3.48	14.03	3	9.71	30.16	0.0728	35.71	5.36	15.01	0.38	6.11	15.99919218	34.29	162.3	illumina	Adventdalen	Snow fences	Snow fence experiment	8677857	524440	33	Deep	Medow	B3	F8	200	105428	176	0.248039914	0.33123379	1	8	12	1	18	15	79	4.388888889	3.069767442	-4.35625	752	0.05820919	0.237987816	3.70140498	0.714310998	3.85	3.85
C8b	28/08/2012	fences	10.25	4.39	3.47	156.1	2	22.7	4.56	0	4.56	3	14.96	9.17	0.0791	43.73	5.04	10.89	0.26	4.23	16.35987182	29.45	102	illumina	Adventdalen	Snow fences	Snow fence experiment	8677857	524440	33	Deep	Medow	B3	F8	167	107824	146	0	0.200881057	0	8	8	0	23	11	58	2.52173913	0.652694611	-4.35625	752	0.084602374	0.308901872	3.897415471	0.774766637	3.85	3.85
C8e	28/08/2012	fences	11.76	4.79	3.09	174.1	1	36.02	10.59	2.98	8.4	3	13.3	14.12	0.0546	39.12	4.77	12.37	0.37	5.52	14.99130403	29.71	152.7	illumina	Adventdalen	Snow fences	Snow fence experiment	8677844	524449	33	Control	Medow	B3	F8	150	77120	140	0.354761905	0.294003331	0	8	12	4	29	9	51	1.75862069	0.71978022	-4.35625	752	0.290014944	0.389295857	3.387536025	0.680674555	3.85	3.85
C8f	28/08/2012	fences	16.06	4.92	3.68	290.8	1	46.93	18.99	3.24	15.91	5	13.17	17.59	0.1289	50.48	4.54	10.46	0.24	3.88	16.12697615	41.98	240.7	illumina	Adventdalen	Snow fences	Snow fence experiment	8677844	524449	33	Control	Medow	B3	F8	191	80692	175	0.203645506	0.404645216	0	10	12	1	30	12	83	2.766666667	0.603448276	-4.35625	752	0.084887125	0.266156579	3.909060869	0.757708658	3.85	3.85
C9a	28/08/2012	fences	11.05	3.34	2.02	74.6	1	35.48	19.69	2.68	16.44	2	11.78	9.63	0.0814	71.72	5.33	10.48	0.16	3	19.1176712	14.76	87.8	illumina	Adventdalen	Snow fences	Snow fence experiment	8677748	524513	33	Deep	Medow	B3	F9	127	101943	112	0.163017032	0.554960541	0	6	8	4	14	10	47	3.357142857	1.941860465	-4.35625	752	-0.115399693	0.281378072	2.5881885	0.54851947	3.85	3.85
C9b	28/08/2012	fences	16.13	4.73	3.5	267	1	33.03	14.16	2.15	12.08	4	19.12	11.31	0.1438	85.52	4.92	13.44	0.4	6.14	15.20833481	39.16	282	illumina	Adventdalen	Snow fences	Snow fence experiment	8677748	524513	33	Deep	Medow	B3	F9	127	67876	121	0.177980132	0.428701181	0	7	8	0	16	16	40	2.5	1.1640625	-4.35625	752	0.172947855	0.304061499	3.202624773	0.670128064	3.85	3.85
C9e	28/08/2012	fences	7.77	3.74	3.26	94.7	1	55.63	23.24	1.76	21.97	3	15.52	6.59	0.0656	48.8	5.36	18.9	0.36	6.01	16.67131526	49.46	154.8	illumina	Adventdalen	Snow fences	Snow fence experiment	8677731	524517	33	Control	Medow	B3	F9	141	75109	131	0.08010924	0.417760201	0	10	10	0	23	14	42	1.826086957	1.966101695	-4.35625	752	0.129253389	0.308698394	3.274275598	0.669538209	3.85	3.85
C9f	28/08/2012	fences	9.13	3.78	3.2	110.4	1	34.12	12	0	12	3	12.38	4.62	0.1068	57.66	5.15	11.03	0.29	4.44	15.2282465	35.89	140.1	illumina	Adventdalen	Snow fences	Snow fence experiment	8677731	524517	33	Control	Medow	B3	F9	96	105633	84	0	0.351699883	0	8	10	2	12	6	28	2.333333333	3.97826087	-4.35625	752	0.19784119	0.230012035	2.434634009	0.546574806	3.85	3.85
D10a	30/08/2012	fences	20.3	4.62	2.89	271	1	59.24	20.45	4.11	16.05	4	14.87	20.02	0.0738	64.32	5.1	11.74	0.3	4.71	15.52918731	40.59	256.2	illumina	Adventdalen	Snow fences	Snow fence experiment	8677950	524743	33	Deep	Medow	B4	F10	135	142644	122	0.256074766	0.345205942	0	11	4	0	15	13	46	3.066666667	0.985507246	-4.35625	752	0.160530898	0.252128376	3.259938432	0.677434236	3.85	3.85
D10b	30/08/2012	fences	11.35	4.45	3.67	185.4	1	44.69	20.42	3.42	17.41	4	20.06	12.59	0.0912	75.24	5.08	10.32	0.28	4.13	14.98596402	37.5	157.9	illumina	Adventdalen	Snow fences	Snow fence experiment	8677950	524743	33	Deep	Medow	B4	F10	149	59212	141	0.196438828	0.456925487	0	18	8	3	28	9	49	1.75	1.004901961	-4.35625	752	-0.028200653	0.237900813	3.70572163	0.748818232	3.85	3.85
D10e	30/08/2012	fences	10.31	4.14	3.07	131	1	53.13	16.55	2.93	13.59	2	13.18	4.39	0.0943	43.9	5.63	10.74	0.24	3.87	15.95592675	38.02	139.3	illumina	Adventdalen	Snow fences	Snow fence experiment	8677941	524743	33	Control	Medow	B4	F10	129	76826	123	0.215599706	0.311500094	0	12	5	0	20	6	61	3.05	1.255555556	-4.35625	752	0.194758658	0.06002677	3.409105145	0.707241911	3.85	3.85
D10f	30/08/2012	fences	8.59	3.33	3.07	87.8	1	43	15.1	3.28	11.41	7	12.57	5.88	0.1525	47.85	5.42	12.79	0.44	6.66	15.11256355	42.31	138.4	illumina	Adventdalen	Snow fences	Snow fence experiment	8677941	524743	33	Control	Medow	B4	F10	138	48854	129	0.287467134	0.351162791	0	17	3	0	29	11	33	1.137931034	0.197368421	-4.35625	752	0.058380985	0.1707167	3.374207888	0.692117193	3.85	3.85
D11a	30/08/2012	fences	10.68	3.94	1.92	80.8	1	45.13	19.56	2.14	16.8	5	20.28	16.51	0.2523	83.63	5.18	14.06	0.32	4.76	14.99764345	38.81	158.2	illumina	Adventdalen	Snow fences	Snow fence experiment	8677914	524742	33	Deep	Medow	B4	F11	187	77419	167	0.127380952	0.43341458	1	14	4	0	26	15	66	2.538461538	0.522875817	-4.35625	752	0.083396153	0.102512652	3.861315518	0.754458809	3.85	3.85
